time,Open,High,Low,Close,Volume
2026-07-23 09:23:00+00:00,7513.75,7515.25,7513.75,7514.75,93
2026-07-23 09:24:00+00:00,7514.5,7516.0,7514.5,7514.75,186
2026-07-23 09:25:00+00:00,7514.75,7515.0,7513.75,7514.25,128
2026-07-23 09:26:00+00:00,7514.5,7514.5,7513.25,7514.0,176
2026-07-23 09:27:00+00:00,7514.25,7515.0,7514.0,7514.5,101
2026-07-23 09:28:00+00:00,7514.5,7514.75,7514.0,7514.0,108
2026-07-23 09:29:00+00:00,7514.25,7514.25,7512.5,7513.75,127
2026-07-23 09:30:00+00:00,7513.75,7513.75,7512.25,7512.75,169
2026-07-23 09:31:00+00:00,7512.75,7513.75,7512.75,7513.25,71
2026-07-23 09:32:00+00:00,7513.25,7513.5,7512.25,7512.25,126
2026-07-23 09:33:00+00:00,7512.0,7513.25,7511.75,7512.25,142
2026-07-23 09:34:00+00:00,7512.0,7512.0,7510.0,7511.0,259
2026-07-23 09:35:00+00:00,7511.0,7511.75,7510.5,7510.75,145
2026-07-23 09:36:00+00:00,7510.75,7511.75,7510.5,7511.0,107
2026-07-23 09:37:00+00:00,7511.0,7512.0,7511.0,7511.25,99
2026-07-23 09:38:00+00:00,7511.0,7512.0,7511.0,7512.0,56
2026-07-23 09:39:00+00:00,7512.0,7512.25,7511.5,7512.25,94
2026-07-23 09:40:00+00:00,7512.0,7512.5,7511.25,7512.25,326
2026-07-23 09:41:00+00:00,7512.25,7512.75,7512.0,7512.5,131
2026-07-23 09:42:00+00:00,7512.5,7512.75,7511.75,7511.75,117
2026-07-23 09:43:00+00:00,7512.0,7513.75,7512.0,7513.25,134
2026-07-23 09:44:00+00:00,7513.5,7514.0,7513.25,7513.25,116
2026-07-23 09:45:00+00:00,7513.5,7515.5,7513.5,7515.0,217
2026-07-23 09:46:00+00:00,7515.0,7515.0,7513.5,7513.75,131
2026-07-23 09:47:00+00:00,7513.75,7514.5,7513.75,7514.25,50
2026-07-23 09:48:00+00:00,7514.25,7514.5,7513.75,7513.75,56
2026-07-23 09:49:00+00:00,7513.5,7514.25,7513.5,7513.5,93
2026-07-23 09:50:00+00:00,7513.25,7513.25,7511.75,7511.75,118
2026-07-23 09:51:00+00:00,7512.0,7512.0,7510.25,7510.75,136
2026-07-23 09:52:00+00:00,7511.0,7512.0,7510.5,7511.25,98
2026-07-23 09:53:00+00:00,7511.5,7514.25,7511.5,7513.0,360
2026-07-23 09:54:00+00:00,7513.25,7513.25,7512.25,7512.5,107
2026-07-23 09:55:00+00:00,7512.5,7513.5,7512.0,7513.0,192
2026-07-23 09:56:00+00:00,7513.0,7513.0,7511.75,7512.0,70
2026-07-23 09:57:00+00:00,7511.75,7511.75,7511.25,7511.5,129
2026-07-23 09:58:00+00:00,7511.5,7512.0,7509.5,7510.0,218
2026-07-23 09:59:00+00:00,7510.0,7511.25,7509.25,7511.25,224
2026-07-23 10:00:00+00:00,7511.25,7512.75,7510.0,7510.0,439
2026-07-23 10:01:00+00:00,7510.25,7512.25,7510.25,7511.5,296
2026-07-23 10:02:00+00:00,7511.75,7513.0,7511.5,7512.0,207
2026-07-23 10:03:00+00:00,7512.0,7512.75,7511.5,7512.5,71
2026-07-23 10:04:00+00:00,7512.5,7513.5,7512.5,7513.0,116
2026-07-23 10:05:00+00:00,7512.75,7513.25,7512.5,7512.75,180
2026-07-23 10:06:00+00:00,7512.5,7513.5,7511.5,7512.25,450
2026-07-23 10:07:00+00:00,7512.25,7514.0,7511.75,7513.75,151
2026-07-23 10:08:00+00:00,7514.0,7514.25,7510.75,7511.5,181
2026-07-23 10:09:00+00:00,7511.5,7511.5,7510.5,7510.75,89
2026-07-23 10:10:00+00:00,7510.75,7510.75,7509.25,7509.75,108
2026-07-23 10:11:00+00:00,7509.75,7510.0,7508.75,7508.75,170
2026-07-23 10:12:00+00:00,7508.75,7510.0,7508.5,7509.75,122
2026-07-23 10:13:00+00:00,7509.75,7509.75,7508.75,7509.25,63
2026-07-23 10:14:00+00:00,7509.25,7509.75,7508.5,7509.25,132
2026-07-23 10:15:00+00:00,7509.25,7510.0,7509.0,7510.0,163
2026-07-23 10:16:00+00:00,7510.0,7511.75,7508.75,7511.0,93
2026-07-23 10:17:00+00:00,7510.75,7511.0,7509.75,7510.25,65
2026-07-23 10:18:00+00:00,7510.0,7512.0,7509.75,7510.75,114
2026-07-23 10:19:00+00:00,7510.5,7511.25,7510.0,7510.25,101
2026-07-23 10:20:00+00:00,7510.25,7511.75,7510.0,7511.0,208
2026-07-23 10:21:00+00:00,7510.75,7513.0,7510.25,7512.5,139
2026-07-23 10:22:00+00:00,7512.5,7512.75,7512.0,7512.5,68
2026-07-23 10:23:00+00:00,7512.5,7513.25,7511.5,7512.0,70
2026-07-23 10:24:00+00:00,7511.75,7512.5,7511.0,7512.5,130
2026-07-23 10:25:00+00:00,7512.75,7513.75,7512.0,7513.5,93
2026-07-23 10:26:00+00:00,7513.75,7514.0,7512.5,7513.75,110
2026-07-23 10:27:00+00:00,7513.75,7514.25,7513.25,7513.25,83
2026-07-23 10:28:00+00:00,7513.25,7513.5,7512.25,7512.25,85
2026-07-23 10:29:00+00:00,7512.25,7513.25,7512.25,7512.5,75
2026-07-23 10:30:00+00:00,7512.25,7518.0,7511.75,7516.25,1115
2026-07-23 10:31:00+00:00,7516.0,7518.25,7516.0,7517.0,328
2026-07-23 10:32:00+00:00,7517.25,7518.25,7516.75,7518.0,174
2026-07-23 10:33:00+00:00,7518.0,7519.75,7518.0,7519.25,349
2026-07-23 10:34:00+00:00,7519.0,7519.0,7517.5,7518.0,131
2026-07-23 10:35:00+00:00,7518.0,7520.25,7518.0,7520.0,371
